wave,only_means,message,prevent,condemn,justified,mate_compete,job_compete,life_satisfaction,excess_males,age,age_group,gender,state,citizenship,marital,religion,eduyrs,occupation,income,household_size,self_econ,distance_ref,settle_ref,left_right,afd,muslim_att,afd_att,contact_att,outcome_list,ref_integrating,ref_citizenship,ref_reduce,ref_moredone,ref_cultgiveup,ref_economy,ref_crime,ref_terror,ref_loc_services,ref_loc_economy,ref_loc_crime,ref_loc_culture,ref_loc_islam,ref_loc_schools,ref_loc_housing,ref_loc_wayoflife
3,2,2,1,2,1,NA,NA,NA,1.018838961763885,39,30-39,Female,Nordrhein-Westfalen,1,"With partner, living together","No, I don't feel close to any religion",13,Parental leave,"1,500 to below 2,000 <80>",4,4,6-10 kilometers,1 <96> 49,5,0,0.75,1,0,NA,3,2,3,4,4,3,3,3,3,3,3,3,3,4,4,3
1,1,NA,NA,1,1,NA,NA,NA,1.0535375638220277,22,18-29,Female,Nordrhein-Westfalen,1,"Single, without partner",Roman Catholic,NA,"In schooling / vocational training, student","1,500 to below 2,000 <80>",3,7,6-10 kilometers,50 <96> 249,4,5,0.375,0,0.3333333333333333,2,2,3,3,1,2,3,2,3,2,2,2,2,2,3,3,3
1,3,NA,NA,3,3,NA,NA,NA,1.0535375638220277,50,50-59,Female,Nordrhein-Westfalen,1,Married,"No, I don't feel close to any religion",NA,Homemaker,"3,000 to below 3,500 <80>",4,7,Less than 3 kilometer,250 <96> 499,7,90,1,0.6666666666666666,0.16666666666666666,3,4,4,4,2,4,3,4,4,4,4,3,4,4,4,2,4
3,1,1,1,2,1,NA,NA,NA,1.0535375638220277,47,40-49,Male,Nordrhein-Westfalen,1,Married,"No, I don't feel close to any religion",17,Employee in low / medium position,No answer,2,6,3-5 kilometers,50 <96> 249,6,0,0.5,0,0.3333333333333333,NA,2,2,3,2,3,2,2,2,3,2,2,2,2,2,2,2
1,1,NA,NA,1,1,NA,NA,NA,1.0535375638220277,61,60 and older,Female,Nordrhein-Westfalen,1,Married,"No, I don't feel close to any religion",NA,Homemaker,"4,500 to below 5,000 <80>",2,8,6-10 kilometers,500 <96> 999,1,0,0.375,0,0.3333333333333333,1,2,1,3,1,2,2,2,3,2,2,2,2,1,2,2,3
1,1,NA,NA,2,1,NA,NA,NA,1.0535375638220277,46,40-49,Male,Nordrhein-Westfalen,1,Married,"Eastern religion (Buddhism, Hinduism, Sikhism, Shinto, Tao, etc.)",NA,Employee in low / medium position,No answer,2,6,Less than 3 kilometer,1 <96> 49,7,0,0.5,0,0.3333333333333333,2,2,2,3,2,3,2,2,2,3,2,2,2,2,1,2,3
3,1,1,1,2,1,NA,NA,NA,1.0535375638220277,62,60 and older,Female,Nordrhein-Westfalen,1,Married,"No, I don't feel close to any religion",18,Homemaker,"4,500 to below 5,000 <80>",2,8,3-5 kilometers,500 <96> 999,2,1,0.5,0,0.5,NA,1,2,2,1,2,2,3,2,3,2,3,1,2,1,3,3
1,2,NA,NA,2,2,NA,NA,NA,1.0965018094089265,57,50-59,Male,Nordrhein-Westfalen,1,Married,Roman Catholic,NA,Retired,"3,000 to below 3,500 <80>",3,6,Less than 3 kilometer,50 <96> 249,7,50,1,1,0.3333333333333333,2,4,3,4,4,4,3,4,4,4,4,4,4,3,4,2,3
1,1,NA,NA,2,1,NA,NA,NA,1.054802955665025,46,40-49,Male,Nordrhein-Westfalen,1,Married,"No, I don't feel close to any religion",NA,Employee in high position,"4,000 to below 4,500 <80>",4,7,6-10 kilometers,1 <96> 49,6,0,0.625,0,0,1,3,3,2,2,3,2,3,1,2,2,2,2,3,3,2,3
3,1,1,1,1,1,NA,NA,NA,1.054802955665025,47,40-49,Male,Nordrhein-Westfalen,1,Married,"No, I don't feel close to any religion",16,Employee in high position,"4,000 to below 4,500 <80>",4,7,11-20 kilometers,1 <96> 49,6,0,0.625,0,0,NA,3,2,3,1,3,2,3,1,3,2,2,2,2,2,2,2
3,1,1,1,1,1,NA,NA,NA,0.9794238683127572,56,50-59,Female,Nordrhein-Westfalen,1,Divorced / separated,"Christian, but not close to a particular religious community",19,Senior civil servant,"4,000 to below 4,500 <80>",3,6,Less than 3 kilometer,250 <96> 499,4,1,0.625,0.3333333333333333,0.6666666666666666,NA,3,3,3,2,2,3,3,3,3,3,3,2,4,4,4,4
1,3,NA,NA,2,1,NA,NA,NA,0.9794238683127572,55,50-59,Female,Nordrhein-Westfalen,1,Divorced / separated,"Christian, but not close to a particular religious community",NA,Senior civil servant,"3,000 to below 3,500 <80>",1,5,6-10 kilometers,50 <96> 249,5,3,0.625,0.6666666666666666,0.8333333333333334,1,4,4,4,3,2,3,3,4,3,4,3,2,3,4,3,3
3,3,1,1,1,1,NA,NA,NA,0.9794238683127572,51,50-59,Female,Nordrhein-Westfalen,1,"With partner, living together",Roman Catholic,13,Self-employed / freelancer,"2,000 to below 2,500 <80>",3,7,6-10 kilometers,250 <96> 499,5,0,0.875,0.6666666666666666,0.5,NA,4,2,4,3,3,3,4,4,2,3,3,2,3,3,3,2
3,2,1,1,1,1,NA,NA,NA,1.1594454072790294,50,40-49,Female,Nordrhein-Westfalen,1,Divorced / separated,Protestant,12,Skilled worker,"2,000 to below 2,500 <80>",1,5,More than 50 kilometer,250 <96> 499,1,0,0.5,0,0.16666666666666666,NA,2,2,3,3,3,2,3,2,2,3,1,2,2,4,4,3
1,2,NA,NA,1,2,NA,NA,NA,1.1594454072790294,49,40-49,Female,Niedersachsen,1,Divorced / separated,Protestant,NA,Skilled worker,"1,500 to below 2,000 <80>",1,5,3-5 kilometers,50 <96> 249,5,0,0.625,0.3333333333333333,0.3333333333333333,2,3,3,3,2,2,3,2,2,1,4,1,4,1,4,3,1
3,3,2,2,3,2,NA,NA,NA,1.0536322360953465,42,40-49,Female,Nordrhein-Westfalen,1,"With partner, living together",Protestant,13,Unskilled worker,"2,500 to below 3,000 <80>",2,4,Less than 3 kilometer,250 <96> 499,5,100,0.5,1,0.16666666666666666,NA,4,4,3,4,2,4,4,4,4,4,4,3,3,4,4,4
3,4,3,3,2,3,NA,NA,NA,1.0536322360953465,27,18-29,Female,Nordrhein-Westfalen,1,"With partner, living together",Protestant,20,"In schooling / vocational training, student","2,500 to below 3,000 <80>",2,5,Less than 3 kilometer,250 <96> 499,6,89,0.5,1,0.6666666666666666,NA,4,3,4,4,1,4,4,4,4,4,4,3,2,4,4,2
1,1,NA,NA,2,3,NA,NA,NA,1.0536322360953465,56,50-59,Female,Nordrhein-Westfalen,1,Widowed,"Christian, but not close to a particular religious community",NA,Employee in low / medium position,"2,000 to below 2,500 <80>",1,5,Less than 3 kilometer,50 <96> 249,5,0,0.875,1,0.8333333333333334,1,3,3,4,4,4,3,3,3,4,3,3,3,4,2,3,2
1,1,NA,NA,2,1,NA,NA,NA,1.0536322360953465,31,30-39,Female,Nordrhein-Westfalen,1,Married,Roman Catholic,NA,Parental leave,"2,500 to below 3,000 <80>",3,6,21-50 kilometers,50 <96> 249,3,0,0.375,0,0,2,2,2,2,2,2,2,2,3,2,3,3,2,2,3,2,2
1,3,NA,NA,3,3,NA,NA,NA,1.0536322360953465,26,18-29,Female,Nordrhein-Westfalen,1,"With partner, living together",Protestant,NA,"In schooling / vocational training, student","500 to below 1,000 <80>",2,4,Less than 3 kilometer,500 <96> 999,6,10,0.375,0.6666666666666666,0.16666666666666666,0,3,3,3,4,2,3,3,3,4,3,3,2,2,4,1,3
3,1,1,2,2,2,NA,NA,NA,1.130252100840336,58,50-59,Female,Nordrhein-Westfalen,1,Widowed,Protestant,11,Employee in high position,"2,000 to below 2,500 <80>",2,5,3-5 kilometers,50 <96> 249,5,0,1,0.3333333333333333,0.3333333333333333,NA,2,3,2,3,3,2,2,3,3,3,2,2,3,4,3,3
3,1,2,2,3,3,NA,NA,NA,1.130252100840336,47,40-49,Female,Nordrhein-Westfalen,1,Married,Protestant,15,Employee in low / medium position,"3,000 to below 3,500 <80>",3,6,6-10 kilometers,50 <96> 249,5,0,0.875,1,0,NA,2,3,3,4,3,3,2,3,2,3,2,3,2,2,2,2
1,2,NA,NA,3,2,NA,NA,NA,1.130252100840336,46,40-49,Female,Nordrhein-Westfalen,1,Married,Protestant,NA,Unskilled worker,"3,000 to below 3,500 <80>",3,7,6-10 kilometers,250 <96> 499,2,3,0.75,1,0.3333333333333333,2,2,4,4,4,3,4,3,4,2,2,2,3,2,2,2,2
1,2,NA,NA,2,2,NA,NA,NA,1.130252100840336,57,50-59,Female,Nordrhein-Westfalen,1,Divorced / separated,Protestant,NA,Employee in high position,"2,000 to below 2,500 <80>",2,6,6-10 kilometers,50 <96> 249,6,0,0.75,0.6666666666666666,0,2,3,2,2,3,3,3,3,2,3,3,3,2,3,4,3,3
1,1,NA,NA,1,1,NA,NA,NA,1.0471590909090909,60,60 and older,Male,Nordrhein-Westfalen,0,"With partner, living together","No, I don't feel close to any religion",NA,Retired,"2,500 to below 3,000 <80>",3,5,Less than 3 kilometer,50 <96> 249,5,0,0.375,0,0.16666666666666666,2,3,2,3,3,2,3,2,2,2,3,3,2,3,3,3,2
1,1,NA,NA,3,1,NA,NA,NA,1.0792502466293985,60,60 and older,Female,Nordrhein-Westfalen,1,Divorced / separated,Protestant,NA,Retired,"500 to below 1,000 <80>",1,4,Don't know,1 <96> 49,2,0,0.75,0.6666666666666666,0,2,3,3,3,3,3,2,3,3,3,3,3,3,2,3,2,2
3,2,1,1,2,1,NA,NA,NA,1.0792502466293985,57,50-59,Male,Nordrhein-Westfalen,1,"Single, without partner",Protestant,20,Self-employed / freelancer,"2,000 to below 2,500 <80>",2,4,Less than 3 kilometer,1 <96> 49,2,30,1,1,0,NA,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,2
3,1,1,1,1,1,NA,NA,NA,1.0792502466293985,37,30-39,Male,Nordrhein-Westfalen,1,"Single, without partner",Roman Catholic,18,Employee in low / medium position,"2,000 to below 2,500 <80>",1,6,Less than 3 kilometer,250 <96> 499,4,0,0.25,0,0.3333333333333333,NA,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,2
3,2,2,2,2,2,NA,NA,NA,1.082815149802148,35,30-39,Female,Nordrhein-Westfalen,1,"With partner, not living together","No, I don't feel close to any religion",12,Homemaker,"1,500 to below 2,000 <80>",3,3,11-20 kilometers,There are no refugees in my town,2,0,1,0,0,NA,4,3,4,3,4,4,4,4,4,4,4,4,4,4,3,4
1,3,NA,NA,3,3,NA,NA,NA,1.082815149802148,34,30-39,Female,Nordrhein-Westfalen,1,"Single, without partner","No, I don't feel close to any religion",NA,Homemaker,"1,000 to below 1,500 <80>",3,3,11-20 kilometers,50 <96> 249,2,0,1,0.3333333333333333,0,2,4,3,4,2,4,4,4,4,4,3,4,3,4,4,3,4
1,1,NA,NA,2,2,NA,NA,NA,0.994511463038134,61,60 and older,Male,Nordrhein-Westfalen,1,"With partner, living together",Roman Catholic,NA,Skilled worker,"2,500 to below 3,000 <80>",2,8,Less than 3 kilometer,250 <96> 499,5,0,0.375,0,0,2,3,2,2,3,2,2,2,2,3,3,2,2,2,3,3,2
1,1,NA,NA,1,1,NA,NA,NA,0.994511463038134,67,60 and older,Female,Nordrhein-Westfalen,1,Married,Protestant,NA,Retired,"4,000 to below 4,500 <80>",2,5,Don't know,50 <96> 249,3,1,0.125,0.3333333333333333,0.16666666666666666,2,2,2,3,2,3,2,2,2,3,2,2,2,2,3,3,2
1,1,NA,NA,2,1,NA,NA,NA,0.994511463038134,52,50-59,Male,Nordrhein-Westfalen,1,Married,Roman Catholic,NA,Permanently sick or disabled,"2,500 to below 3,000 <80>",3,5,Less than 3 kilometer,250 <96> 499,5,0,0.625,0,0.3333333333333333,2,3,4,3,2,3,3,2,4,3,4,3,3,2,3,3,2
3,1,2,2,2,2,NA,NA,NA,0.994511463038134,24,18-29,Female,Nordrhein-Westfalen,1,"With partner, living together",Protestant,16,"In schooling / vocational training, student",No answer,2,5,3-5 kilometers,1000 and more,5,3,0.875,0,0.3333333333333333,NA,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3
1,1,NA,NA,1,1,NA,NA,NA,0.994511463038134,34,30-39,Male,Nordrhein-Westfalen,1,"Single, without partner","No, I don't feel close to any religion",NA,Unemployed / seeking work,below 500 <80>,1,3,11-20 kilometers,1 <96> 49,2,0,0,0,0,2,1,1,1,1,1,1,2,1,2,1,1,1,2,3,1,2
1,2,NA,NA,2,2,NA,NA,NA,0.994511463038134,23,18-29,Female,Nordrhein-Westfalen,1,"With partner, not living together",Protestant,NA,"In schooling / vocational training, student",No answer,4,5,3-5 kilometers,1000 and more,5,2,0.625,0,0.3333333333333333,1,3,3,2,3,3,3,3,3,4,3,3,2,3,2,2,3
1,3,NA,NA,1,1,NA,NA,NA,0.994511463038134,47,40-49,Female,Nordrhein-Westfalen,1,Divorced / separated,"No, I don't feel close to any religion",NA,Employee in low / medium position,"1,000 to below 1,500 <80>",2,5,3-5 kilometers,50 <96> 249,4,0,0.375,0,0,2,2,1,3,3,4,2,1,3,4,2,1,1,2,4,4,4
3,1,1,1,1,1,NA,NA,NA,0.994511463038134,35,30-39,Male,Nordrhein-Westfalen,1,"Single, without partner","No, I don't feel close to any religion",19,Unemployed / seeking work,below 500 <80>,1,3,6-10 kilometers,1 <96> 49,1,0,0,0,0.3333333333333333,NA,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1
1,3,NA,NA,3,2,NA,NA,NA,1.043007111412123,54,50-59,Female,Nordrhein-Westfalen,0,"Single, without partner","No, I don't feel close to any religion",NA,Employee in low / medium position,No answer,1,5,3-5 kilometers,50 <96> 249,5,30,1,1,0.3333333333333333,2,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4
3,2,3,3,1,4,NA,NA,NA,1.043007111412123,52,50-59,Female,Nordrhein-Westfalen,1,"With partner, not living together",Protestant,16,Employee in low / medium position,"2,500 to below 3,000 <80>",2,7,Less than 3 kilometer,250 <96> 499,3,15,0.875,1,0.3333333333333333,NA,3,3,4,4,3,4,4,4,4,4,3,3,4,3,4,4
3,3,2,2,3,2,NA,NA,NA,1.043007111412123,55,50-59,Female,Nordrhein-Westfalen,1,"Single, without partner","No, I don't feel close to any religion",14,Employee in low / medium position,No answer,1,5,3-5 kilometers,50 <96> 249,5,9,1,1,0.5,NA,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3
3,2,2,3,2,2,NA,NA,NA,1.0311817898347364,59,50-59,Female,Nordrhein-Westfalen,1,Widowed,Protestant,13,Employee in low / medium position,"1,000 to below 1,500 <80>",1,6,Don't know,50 <96> 249,5,2,1,0.3333333333333333,0.6666666666666666,NA,3,3,4,4,3,3,3,4,3,3,3,3,3,3,3,3
3,1,1,1,1,1,NA,NA,NA,0.9786435109129312,44,40-49,Male,Nordrhein-Westfalen,1,"Single, without partner",Protestant,24,Self-employed / freelancer,"1,000 to below 1,500 <80>",1,6,Don't know,50 <96> 249,4,0,0.5,0,0.6666666666666666,NA,2,3,2,2,3,2,2,2,2,3,2,1,1,3,3,1
1,1,NA,NA,1,1,NA,NA,NA,0.9786435109129312,43,40-49,Male,Nordrhein-Westfalen,1,"Single, without partner",Protestant,NA,Self-employed / freelancer,"1,000 to below 1,500 <80>",1,5,Less than 3 kilometer,1 <96> 49,3,0,0.125,0,0,2,3,2,2,2,3,1,1,1,1,2,1,1,1,1,1,1
3,3,2,2,2,2,NA,NA,NA,1.028949167996353,26,18-29,Male,Nordrhein-Westfalen,1,"Single, without partner","No, I don't feel close to any religion",12,Unemployed / seeking work,"500 to below 1,000 <80>",1,6,3-5 kilometers,50 <96> 249,5,64,0.5,1,0.5,NA,3,3,3,4,3,2,3,3,3,3,3,3,2,2,4,3
1,1,NA,NA,1,1,NA,NA,NA,1.028949167996353,67,60 and older,Female,Nordrhein-Westfalen,1,"With partner, living together","Christian, but not close to a particular religious community",NA,Retired,"3,000 to below 3,500 <80>",2,5,Don't know,50 <96> 249,0,0,0.625,0.3333333333333333,0.16666666666666666,2,2,2,3,4,3,2,4,3,4,2,4,1,3,4,4,3
3,1,1,1,1,1,NA,NA,NA,1.028949167996353,68,60 and older,Female,Nordrhein-Westfalen,1,"With partner, living together","Christian, but not close to a particular religious community",16,Retired,"1,500 to below 2,000 <80>",2,7,6-10 kilometers,50 <96> 249,1,0,0.5,0.3333333333333333,0,NA,2,2,3,3,1,2,2,3,1,3,2,2,2,4,3,1
3,3,3,2,2,3,NA,NA,NA,0.9978204010462076,39,30-39,Female,Nordrhein-Westfalen,1,Married,"No, I don't feel close to any religion",13,Unskilled worker,No answer,4,5,11-20 kilometers,250 <96> 499,7,50,0.875,1,0.16666666666666666,NA,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3
3,4,4,4,1,4,NA,NA,NA,1.0525272547076314,45,40-49,Male,Nordrhein-Westfalen,1,"Single, without partner",Roman Catholic,20,Unskilled worker,"500 to below 1,000 <80>",1,1,Don't know,There are no refugees in my town,10,100,0.75,1,0,NA,4,1,4,4,4,2,4,4,4,1,4,1,4,4,4,4
1,4,NA,NA,1,4,NA,NA,NA,1.0525272547076314,44,40-49,Male,Nordrhein-Westfalen,1,"Single, without partner",Roman Catholic,NA,Employee in low / medium position,"500 to below 1,000 <80>",1,0 ( BOTTOM ),Don't know,There are no refugees in my town,10,100,0.75,1,0,2,4,1,4,4,4,2,4,4,3,1,3,1,4,3,4,4
3,1,1,1,1,1,NA,NA,NA,1.006175829498668,68,60 and older,Male,Nordrhein-Westfalen,1,Married,Roman Catholic,23,Retired,"4,500 to below 5,000 <80>",5,7,6-10 kilometers,500 <96> 999,6,1,0.25,0,0.3333333333333333,NA,3,2,3,2,3,2,3,2,3,2,3,2,3,3,3,3
1,1,NA,NA,1,1,NA,NA,NA,1.006175829498668,67,60 and older,Male,Nordrhein-Westfalen,1,Married,Roman Catholic,NA,Retired,"4,500 to below 5,000 <80>",5,7,3-5 kilometers,250 <96> 499,7,1,0.5,0,0.8333333333333334,2,2,3,3,3,2,2,3,2,3,2,2,2,3,3,3,3
3,2,1,2,2,2,NA,NA,NA,1.006175829498668,39,30-39,Female,Nordrhein-Westfalen,1,"With partner, living together","Christian, but not close to a particular religious community",10,Employee in low / medium position,"2,000 to below 2,500 <80>",2,4,Less than 3 kilometer,250 <96> 499,1,2,0.625,0.3333333333333333,0.3333333333333333,NA,2,3,3,4,2,3,4,4,3,3,3,3,3,4,3,3
3,1,1,1,1,2,NA,NA,NA,0.9980222496909764,33,30-39,Female,Nordrhein-Westfalen,1,"With partner, living together","Christian, but not close to a particular religious community",17,Parental leave,No answer,4,8,6-10 kilometers,250 <96> 499,5,0,0.625,0,0,NA,2,3,3,2,3,2,3,3,3,3,3,2,2,3,3,2
1,4,NA,NA,4,4,NA,NA,NA,0.9784557320333386,59,50-59,Female,Nordrhein-Westfalen,1,"Single, without partner",Protestant,NA,Unemployed / seeking work,below 500 <80>,2,3,Less than 3 kilometer,1000 and more,5,0,1,1,0.5,2,4,4,4,4,3,3,4,4,4,3,4,4,4,4,4,4
3,2,4,4,4,3,NA,NA,NA,0.9784557320333386,27,18-29,Female,Nordrhein-Westfalen,1,"With partner, living together",Roman Catholic,18,Employee in high position,"3,500 to below 4,000 <80>",3,8,Less than 3 kilometer,50 <96> 249,6,49,1,1,0.5,NA,4,3,4,4,4,3,4,4,4,3,4,3,4,4,4,4
1,2,NA,NA,2,2,NA,NA,NA,0.9784557320333386,54,50-59,Female,Nordrhein-Westfalen,1,Married,"No, I don't feel close to any religion",NA,Employee in high position,No answer,3,6,3-5 kilometers,50 <96> 249,6,1,0.75,0.3333333333333333,0.5,3,3,3,4,3,3,2,3,4,3,2,3,3,2,3,3,3
3,3,4,3,3,3,NA,NA,NA,0.9784557320333386,36,30-39,Female,Nordrhein-Westfalen,1,Married,Muslim,4,Employee in high position,"2,000 to below 2,500 <80>",2,5,11-20 kilometers,250 <96> 499,5,53,0.75,0.6666666666666666,0.6666666666666666,NA,1,1,2,3,2,3,3,2,1,2,3,2,3,3,3,2
3,2,2,1,2,2,NA,NA,NA,0.9784557320333386,55,50-59,Female,Nordrhein-Westfalen,1,Married,"No, I don't feel close to any religion",13,Employee in high position,No answer,3,6,3-5 kilometers,1 <96> 49,6,2,0.625,0.6666666666666666,0.16666666666666666,NA,2,3,3,3,2,2,3,3,4,1,3,2,2,4,3,2
1,3,NA,NA,3,4,NA,NA,NA,1.0140845070422535,54,50-59,Male,Nordrhein-Westfalen,1,Divorced / separated,"No, I don't feel close to any religion",NA,Retired,"1,000 to below 1,500 <80>",1,1,Don't know,50 <96> 249,8,31,1,0.6666666666666666,0.3333333333333333,1,4,4,4,4,3,4,3,4,3,3,2,3,2,3,2,2
3,1,1,1,2,1,NA,NA,NA,1.0102377807133422,68,60 and older,Female,Nordrhein-Westfalen,1,Married,"Christian, but not close to a particular religious community",19,Retired,"3,000 to below 3,500 <80>",2,8,Don't know,50 <96> 249,7,1,0.625,0.3333333333333333,0.3333333333333333,NA,3,2,3,1,3,2,2,4,3,2,1,2,2,4,3,2
3,2,2,2,2,2,NA,NA,NA,1.0003112840466926,64,60 and older,Male,Nordrhein-Westfalen,1,Married,"Christian, but not close to a particular religious community",15,Employee in high position,"5,000 or more <80>",2,7,21-50 kilometers,250 <96> 499,5,0,0.5,0.6666666666666666,0.5,NA,3,3,3,3,2,2,3,3,3,3,3,3,4,4,3,3
3,4,4,4,3,4,NA,NA,NA,1.0003112840466926,19,18-29,Female,Nordrhein-Westfalen,1,"Single, without partner",Roman Catholic,15,"In schooling / vocational training, student",below 500 <80>,3,4,3-5 kilometers,1000 and more,5,70,0.875,0.6666666666666666,0.6666666666666666,NA,3,4,4,4,1,4,4,4,4,4,4,1,4,4,4,4
1,1,NA,NA,1,1,NA,NA,NA,1.0529388350802706,47,40-49,Female,Nordrhein-Westfalen,1,Married,Protestant,NA,Homemaker,"3,000 to below 3,500 <80>",2,5,Less than 3 kilometer,250 <96> 499,5,1,0,0,0,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,3,3
3,1,1,1,2,1,NA,NA,NA,1.0529388350802706,57,50-59,Female,Nordrhein-Westfalen,1,Divorced / separated,No answer,12,Civil servant,No answer,1,5,Less than 3 kilometer,500 <96> 999,5,0,0.875,0,0.3333333333333333,NA,3,3,4,3,3,3,3,4,1,3,1,3,2,2,1,1
1,1,NA,NA,3,1,NA,NA,NA,1.0529388350802706,56,50-59,Female,Nordrhein-Westfalen,1,Divorced / separated,No answer,NA,Civil servant,No answer,1,5,Less than 3 kilometer,500 <96> 999,4,0,0.625,1,0.3333333333333333,2,3,3,4,1,3,4,4,3,2,3,4,3,2,4,4,2
3,1,1,1,1,1,NA,NA,NA,1.0529388350802706,48,40-49,Female,Nordrhein-Westfalen,1,Married,Protestant,18,Homemaker,"5,000 or more <80>",2,7,Less than 3 kilometer,1000 and more,5,0,0,0,0.8333333333333334,NA,1,2,2,1,2,1,1,1,1,1,1,1,2,2,1,2
1,4,NA,NA,1,4,NA,NA,NA,1.0222205483579392,36,30-39,Male,Nordrhein-Westfalen,1,"Single, without partner",Roman Catholic,NA,"In schooling / vocational training, student",below 500 <80>,4,0 ( BOTTOM ),Less than 3 kilometer,1000 and more,10,100,1,1,0.8333333333333334,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3,4,3,1,3,2,NA,NA,NA,1.0222205483579392,37,30-39,Male,Nordrhein-Westfalen,1,"Single, without partner",Roman Catholic,16,Unskilled worker,"500 to below 1,000 <80>",3,3,Less than 3 kilometer,1000 and more,10,99,1,1,0.8333333333333334,NA,4,4,4,4,4,4,4,4,3,3,3,1,3,3,2,3
3,1,1,1,1,1,NA,NA,NA,1.0222205483579392,54,50-59,Male,Nordrhein-Westfalen,1,Married,"No, I don't feel close to any religion",13,Employee in low / medium position,"2,500 to below 3,000 <80>",2,7,Don't know,500 <96> 999,3,0,0.25,0,0,NA,2,2,2,1,2,3,1,3,2,2,2,2,2,3,3,1
3,3,3,4,1,3,NA,NA,NA,1.0222205483579392,31,30-39,Female,Nordrhein-Westfalen,1,Married,No answer,13,Unskilled worker,"3,000 to below 3,500 <80>",4,5,Don't know,50 <96> 249,9,98,1,1,0.8333333333333334,NA,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4
3,1,1,1,1,1,NA,NA,NA,1.0886162235855488,41,40-49,Male,Nordrhein-Westfalen,1,Married,Protestant Free Church,19,Unskilled worker,"2,500 to below 3,000 <80>",2,6,Less than 3 kilometer,50 <96> 249,4,2,0.625,0,0.16666666666666666,NA,2,2,2,2,3,2,2,2,3,2,2,2,3,3,3,3
1,3,NA,NA,3,3,NA,NA,NA,1.0599793174767322,38,30-39,Female,Nordrhein-Westfalen,1,Married,"No, I don't feel close to any religion",NA,Homemaker,"1,500 to below 2,000 <80>",3,3,Less than 3 kilometer,250 <96> 499,10,100,1,1,0.5,2,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4
1,3,NA,NA,2,2,NA,NA,NA,1.0599793174767322,45,40-49,Female,Nordrhein-Westfalen,1,"With partner, living together","Eastern religion (Buddhism, Hinduism, Sikhism, Shinto, Tao, etc.)",NA,Employee in low / medium position,"2,000 to below 2,500 <80>",2,6,3-5 kilometers,250 <96> 499,5,20,0.375,1,0.5,2,4,3,4,4,3,3,4,4,4,4,4,3,4,4,4,3
1,1,NA,NA,2,1,NA,NA,NA,1.0599793174767322,47,40-49,Male,Nordrhein-Westfalen,1,"With partner, not living together","No, I don't feel close to any religion",NA,Employee in high position,"1,500 to below 2,000 <80>",1,6,Don't know,250 <96> 499,8,50,1,0.6666666666666666,0.3333333333333333,1,4,4,4,4,4,4,4,4,3,4,4,4,4,3,2,4
1,3,NA,NA,1,2,NA,NA,NA,1.0599793174767322,61,60 and older,Female,Nordrhein-Westfalen,1,Married,Roman Catholic,NA,Homemaker,"1,500 to below 2,000 <80>",2,5,Less than 3 kilometer,50 <96> 249,5,1,0.875,1,0.3333333333333333,1,2,2,4,4,4,2,4,4,4,2,4,2,3,4,4,3
3,4,3,3,3,3,NA,NA,NA,1.0599793174767322,39,30-39,Female,Nordrhein-Westfalen,1,Married,"No, I don't feel close to any religion",13,Homemaker,"2,000 to below 2,500 <80>",3,3,Less than 3 kilometer,250 <96> 499,10,50,1,1,0.3333333333333333,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1,1,NA,NA,1,1,NA,NA,NA,1.0599793174767322,27,18-29,Female,Nordrhein-Westfalen,1,"With partner, living together",Protestant,NA,"In schooling / vocational training, student","1,500 to below 2,000 <80>",2,5,Less than 3 kilometer,250 <96> 499,2,0,0,0,0,1,2,2,1,1,2,1,1,1,1,1,1,2,2,2,1,1
3,1,1,1,2,1,NA,NA,NA,1.0599793174767322,20,18-29,Female,Nordrhein-Westfalen,1,"With partner, not living together",Roman Catholic,14,"In schooling / vocational training, student","5,000 or more <80>",3,8,More than 50 kilometer,250 <96> 499,3,1,0.125,0,0.3333333333333333,NA,3,2,1,2,3,3,2,1,3,3,1,1,2,4,2,3
3,2,2,2,3,2,NA,NA,NA,1.0599793174767322,27,18-29,Female,Nordrhein-Westfalen,1,"With partner, living together",Roman Catholic,16,Employee in low / medium position,"4,000 to below 4,500 <80>",3,7,6-10 kilometers,1000 and more,8,40,0.875,0.6666666666666666,0.16666666666666666,NA,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,2
3,4,4,4,4,4,NA,NA,NA,1.0599793174767322,25,18-29,Female,Nordrhein-Westfalen,1,"With partner, living together","No, I don't feel close to any religion",11,Unskilled worker,"1,500 to below 2,000 <80>",2,5,Less than 3 kilometer,1000 and more,7,96,1,1,0.8333333333333334,NA,4,3,4,4,2,3,4,4,4,4,4,4,4,4,4,4
